fid,address,beds,city,country,county,id,latitude,longitude,name,population,sourcedate,state,status,telephone,type,website,zip,,,,,,,,
6713,1014 OSWEGATCHIE TRAIL,20,STAR LAKE,USA,ST. LAWRENCE,10813690,44.16240704,-75.05630402,CLIFTON-FINE HOSPITAL,20,8/20/2019 0:00,NY,OPEN,(315) 848-3351,CRITICAL ACCESS,http://www.cliftonfinehospital.org,13690,,,,,,,,
6714,1270 BELMONT AVE,115,SCHENECTADY,USA,SCHENECTADY,11112308,42.82017142,-73.9163125,SUNNYVIEW REHABILITATION HOSPITAL,115,8/20/2019 0:00,NY,OPEN,(518) 382-4500,REHABILITATION,http://www.nehealth.com/medical_care/sunnyview_rehabilitation_hospital,12308,,,,,,,,
6715,178 GRANDVIEW DR,40,COBLESKILL,USA,SCHOHARIE,11212043,42.6869295,-74.48179866,COBLESKILL REGIONAL HOSPITAL,40,8/20/2019 0:00,NY,OPEN,(518) 234-2511,GENERAL ACUTE CARE,http://www.bassett.org/cobleskill-hospital/,12043,,,,,,,,
6716,220 STEUBEN ST,25,MONTOUR FALLS,USA,SCHUYLER,11414865,42.35245875,-76.85997059,SCHUYLER HOSPITAL,25,8/20/2019 0:00,NY,OPEN,(607) 535-7121,CRITICAL ACCESS,http://www.schuylerhospital.org,14865,,,,,,,,
6717,3001 S HANOVER STREET,179,BALTIMORE,USA,BALTIMORE CITY,2021225,39.25216383,-76.61417325,MEDSTAR HARBOR HOSPITAL,179,8/9/2019 0:00,MD,OPEN,(410) 350-3201,GENERAL ACUTE CARE,http://www.harborhospital.org,21225,,,,,,,,
6718,2434 W BELVEDERE AVENUE,84,BALTIMORE,USA,BALTIMORE,1321215,39.3545806,-76.66465411,LEVINDALE HEBREW GERIATRIC CENTER & HOSPITAL,84,8/9/2019 0:00,MD,OPEN,(410) 601-2204,LONG TERM CARE,http://www.lifebridgehealth.org/levindale/levindale2.aspx,21215,,,,,,,,
6719,1708 W ROGERS AVE,61,BALTIMORE,USA,BALTIMORE CITY,2621209,39.36316128,-76.65370914,MOUNT WASHINGTON PEDIATRIC HOSPITAL,61,8/9/2019 0:00,MD,OPEN,(410) 578-5050,GENERAL ACUTE CARE,http://www.mwph.org,21209,,,,,,,,
6720,789 CENTRAL AVENUE,178,DOVER,USA,STRAFFORD,2803820,43.21322697,-70.87410764,WENTWORTH-DOUGLASS HOSPITAL,178,8/9/2019 0:00,NH,OPEN,(603) 742-5252,GENERAL ACUTE CARE,http://www.wdhospital.com,3820,,,,,,,,
6721,452 OLD STREET ROAD,25,PETERBOROUGH,USA,HILLSBOROUGH,2003458,42.89308942,-71.94068275,MONADNOCK COMMUNITY HOSPITAL,25,8/9/2019 0:00,NH,OPEN,(603) 924-7191,GENERAL ACUTE CARE,http://www.monadnockhospital.org,3458,,,,,,,,
6722,273 COUNTY ROAD,25,NEW LONDON,USA,MERRIMACK,2103257,43.42063768,-72.00004766,NEW LONDON HOSPITAL,25,8/9/2019 0:00,NH,OPEN,(603) 526-2911,GENERAL ACUTE CARE,http://www.newlondonhospital.org,3257,,,,,,,,
6723,150 N EAGLE CREEK DRIVE,217,LEXINGTON,USA,FAYETTE,9040509,37.9994201,-84.439155,SAINT JOSEPH EAST,217,8/11/2019 0:00,KY,OPEN,(859) 268-3750,GENERAL ACUTE CARE,http://www.sjhlex.org/system-locations-saint-joseph-east-lexington-ky-hospital,40509,,,,,,,,
6724,105 MARY'S AVENUE,150,KINGSTON,USA,ULSTER,13012401,41.92149416,-73.99968712,HEALTHALLIANCE HOSPITAL - MARY'S AVENUE CAMPSU,150,8/20/2019 0:00,NY,OPEN,(845) 338-2500,GENERAL ACUTE CARE,http://www.hahv.org/marys-ave-campus/,12401,,,,,,,,
6725,41 E POST RD,292,WHITE PLAINS,USA,WESTCHESTER,13510601,41.02559431,-73.7693051,WHITE PLAINS HOSPITAL CENTER,292,8/20/2019 0:00,NY,OPEN,(914) 681-0600,GENERAL ACUTE CARE,http://www.wphospital.org,10601,,,,,,,,
6726,55 PALMER AVE,187,BRONXVILLE,USA,WESTCHESTER,14710708,40.94209087,-73.8365642,NEW YORK-PRESBYTERIAN/LAWRENCE HOSPITAL,187,8/20/2019 0:00,NY,OPEN,(914) 787-1000,GENERAL ACUTE CARE,http://www.nyplawrence.org/,10708,,,,,,,,
6727,1099 MEDICAL CENTER CIRCLE,107,MAYFIELD,USA,GRAVES,3742066,36.75920899,-88.65125908,JACKSON PURCHASE MEDICAL CENTER,107,8/11/2019 0:00,KY,OPEN,(270) 251-4100,GENERAL ACUTE CARE,http://www.jacksonpurchase.com,42066,,,,,,,,
6728,418 N MAIN ST,25,PENN YAN,USA,YATES,14914527,42.67140067,-77.06119958,SOLDIERS AND SAILORS MEMORIAL HOSPITAL,25,8/20/2019 0:00,NY,OPEN,(315) 531-2000,CRITICAL ACCESS,http://www.flhealth.org,14527,,,,,,,,
6729,1276 FULTON AVE,164,BRONX,USA,BRONX,15010456,40.83171479,-73.90405698,BRONX-LEBANON HOSPITAL CENTER - FULTON DIVISION,164,8/20/2019 0:00,NY,OPEN,(718) 409-7742,GENERAL ACUTE CARE,http://www.bronxcare.org,10456,,,,,,,,
6730,1500 PENNSYLVANIA AVE,60,HAGERSTOWN,USA,WASHINGTON,3821742,39.66559678,-77.71748262,WESTERN MARYLAND CENTER,60,8/9/2019 0:00,MD,OPEN,(301) 745-4140,LONG TERM CARE,http://www.wmhc.us,21742,,,,,,,,
6731,400 N MAIN ST,62,WARSAW,USA,WYOMING,15814550,42.75430004,-78.1310725,WYOMING COUNTY COMMUNITY HOSPITAL,62,8/20/2019 0:00,NY,OPEN,(585) 786-8940,GENERAL ACUTE CARE,http://www.wcchs.net,14550,,,,,,,,
6732,374 STOCKHOLM ST,324,BROOKLYN,USA,KINGS,17311237,40.70396404,-73.9177637,WYCKOFF HEIGHTS MEDICAL CENTER,324,8/20/2019 0:00,NY,OPEN,(718) 963-7272,GENERAL ACUTE CARE,http://www.wyckoffhospital.org,11237,,,,,,,,
6733,100 E 77TH ST,632,NEW YORK,USA,NEW YORK,18110021,40.77370268,-73.96089077,LENOX HILL HOSPITAL,632,8/20/2019 0:00,NY,OPEN,(212) 434-2060,GENERAL ACUTE CARE,http://www.lenoxhillhospital.org,10021,,,,,,,,
6734,75 VANDERBILT AVE,25,STATEN ISLAND,USA,RICHMOND,19210304,40.62242782,-74.0753546,RICHMOND UNIVERSITY MEDICAL CENTER - BAYLEY SETON CAMPUS,25,8/20/2019 0:00,NY,OPEN,(718) 390-6000,PSYCHIATRIC,http://rumcsi.org/main/behavioralhealth.aspx,10304,,,,,,,,
6735,45TH AVE & PARSONS BLVD,293,FLUSHING,USA,QUEENS,19411355,40.75540992,-73.81646552,FLUSHING HOSPITAL MEDICAL CENTER,293,8/20/2019 0:00,NY,OPEN,(718) 670-5918,GENERAL ACUTE CARE,http://www.flushinghospital.org,11355,,,,,,,,
6736,327 BEACH 19TH ST,241,FAR ROCKAWAY,USA,QUEENS,19811691,40.59870798,-73.75355062,ST. JOHN'S EPISCOPAL HOSPITAL-SOUTH SHORE,241,8/20/2019 0:00,NY,OPEN,(718) 868-7320,GENERAL ACUTE CARE,http://www.ehs.org,11691,,,,,,,,
6737,1900 E. MAIN,221,DANVILLE,USA,VERMILION,2461832,40.12327171,-87.58695313,VETERANS AFFAIRS ILLIANA HEALTH CARE SYSTEM,221,9/19/2019 0:00,IL,OPEN,(217) 554-3000,MILITARY,http://www.danville.va.gov/,61832,,,,,,,,
6738,1801 ASHLEY CIRCLE,211,BOWLING GREEN,USA,WARREN,2942102,36.96503762,-86.43597977,TRISTAR GREENVIEW REGIONAL HOSPITAL,211,8/11/2019 0:00,KY,OPEN,(270) 793-1000,GENERAL ACUTE CARE,http://www.greenviewhospital.com,42102,,,,,,,,
6739,1035 PORTER PIKE RD,125,BOWLING GREEN,USA,WARREN,8442103,36.99707201,-86.38313695,RIVENDELL BEHAVIORAL HEALTH SERVICES,125,8/11/2019 0:00,KY,OPEN,(270) 843-1199,PSYCHIATRIC,http://www.rivendellbehavioral.com,42103,,,,,,,,
6740,1650 GRAND CONCOURSE,415,BRONX,USA,BRONX,114210457,40.84349255,-73.91114695,BRONX-LEBANON HOSPITAL CENTER - CONCOURSE DIVISION,415,8/20/2019 0:00,NY,OPEN,(718) 901-8800,GENERAL ACUTE CARE,http://www.bronxcare.org,10457,,,,,,,,
6741,1101 NOTT STREET,368,SCHENECTADY,USA,SCHENECTADY,114312308,42.81985762,-73.91731809,ELLIS HOSPITAL,368,8/20/2019 0:00,NY,OPEN,(518) 243-4000,GENERAL ACUTE CARE,http://www.ellismedicine.org/,12308,,,,,,,,
6742,3669 SOUTHWESTERN BLVD,2,ORCHARD PARK,USA,ERIE,115014127,42.78054509,-78.77257279,MERCY HOSPITAL - MERCY HOSPITAL ORCHARD PARK DIVISION,2,8/20/2019 0:00,NY,OPEN,(716) 662-0500,GENERAL ACUTE CARE,http://www.chsbuffalo.org/facilities/diagnostic/mercyambulatorycarecenter,14127,,,,,,,,
6743,240 HOSPITAL ROAD,90,WHITESBURG,USA,LETCHER,12241858,37.11292722,-82.81252179,WHITESBURG ARH HOSPITAL,90,8/11/2019 0:00,KY,OPEN,(606) 633-3500,GENERAL ACUTE CARE,http://www.arh.org/whitesburg,41858,,,,,,,,
6744,5141 BROADWAY,196,NEW YORK,USA,NEW YORK,115610034,40.87327524,-73.91305033,NEW YORK PRESBYTERIAN HOSPITAL - ALLEN HOSPITAL,196,8/20/2019 0:00,NY,OPEN,(212) 932-4000,GENERAL ACUTE CARE,http://www.nyp.org/allenhospital,10034,,,,,,,,
6745,1980 CROMPOND ROAD,128,CORTLANDT MANOR,USA,WESTCHESTER,115910567,41.29246466,-73.89260099,NEW YORK-PRESBYTERIAN HUDSON VALLEY HOSPITAL,128,8/20/2019 0:00,NY,OPEN,(914) 737-9000,GENERAL ACUTE CARE,http://www.hvhc.org,10567,,,,,,,,
6746,111 CLARA BARTON STREET,67,DANSVILLE,USA,LIVINGSTON,116014437,42.55302525,-77.69777078,NICHOLAS H NOYES MEMORIAL HOSPITAL,67,8/20/2019 0:00,NY,OPEN,(585) 335-6001,GENERAL ACUTE CARE,http://www.noyes-health.org/,14437,,,,,,,,
6747,6511 SPRINGBROOK AVENUE,68,RHINEBECK,USA,DUTCHESS,116112572,41.93547004,-73.91319583,NORTHERN DUTCHESS HOSPITAL,68,8/20/2019 0:00,NY,OPEN,(845) 871-3001,GENERAL ACUTE CARE,http://www.healthquest.org/rhinebeck/northern-dutchess-hospital.aspx,12572,,,,,,,,
6748,74 BUNNER STREET,32,OSWEGO,USA,OSWEGO,116513126,43.448562,-76.48991686,OSWEGO HOSPITAL - ALVIN L KRAKAU COMM MTL HEALTH CENTER DIV,32,8/20/2019 0:00,NY,OPEN,(315) 349-5526,PSYCHIATRIC,http://www.oswegohealth.org,13126,,,,,,,,
6749,1230 YORK AVENUE,40,NEW YORK,USA,NEW YORK,116610021,40.76304744,-73.95462317,ROCKEFELLER UNIVERSITY HOSPITAL,40,8/20/2019 0:00,NY,OPEN,(212) 327-7511,GENERAL ACUTE CARE,https://www.rucares.org/,10021,,,,,,,,
6750,800 SCHOOL ST,286,CARROLLTON,USA,GREENE,13562016,39.29680259,-90.41276401,THOMAS H BOYD MEMORIAL HOSPITAL,286,9/19/2019 0:00,IL,OPEN,(217) 942-6946,CRITICAL ACCESS,www.boydhcs.org/,62016,,,,,,,,
6751,3333 W DE YOUNG,92,MARION,USA,WILLIAMSON,9162959,37.74284317,-88.99133558,MARION HOSPITAL CORPORATION HEARTLAND REGIONAL MEDICAL CENTER,92,9/19/2019 0:00,IL,OPEN,(618) 998-7000,GENERAL ACUTE CARE,http://www.heartlandregional.com,62959,,,,,,,,
6752,1000 TENTH AVENUE,514,NEW YORK,USA,NEW YORK,118610019,40.76982061,-73.9874019,MOUNT SINAI WEST,514,8/20/2019 0:00,NY,OPEN,(212) 523-7225,GENERAL ACUTE CARE,http://www.roosevelthospitalnyc.org/index.aspx,10019,,,,,,,,
6753,92 BRICK ROAD,46,MARLTON,USA,BURLINGTON,2508053,39.88243807,-74.91813873,KESSLER INSTITUTE FOR REHABILITATION,46,8/9/2019 0:00,NJ,OPEN,(856) 988-8778,REHABILITATION,http://www.marltonrehab.com,8053,,,,,,,,
6754,170 WILLIAM STREET,180,NEW YORK,USA,NEW YORK,119310038,40.71051679,-74.00529783,NEW YORK-PRESBYTERIAN/LOWER MANHATTAN HOSPITAL,180,8/20/2019 0:00,NY,OPEN,(212) 312-5175,GENERAL ACUTE CARE,http://www.nyp.org/lowermanhattan,10038,,,,,,,,
6755,785 MAMARONECK AVENUE,150,WHITE PLAINS,USA,WESTCHESTER,119810605,41.01680868,-73.7515055,WINIFRED MASTERSON BURKE REHABILITATION HOSPITAL,150,8/20/2019 0:00,NY,OPEN,(914) 948-0050,REHABILITATION,http://www.burke.org/,10605,,,,,,,,
6756,1 BETHESDA DRIVE,-999,NORTH HORNELL,USA,STEUBEN,119914843,42.34748774,-77.66309791,ST JAMES MERCY HOSPITAL - MERCYCARE,-999,8/20/2018 0:00,NY,CLOSED,NOT AVAILABLE,GENERAL ACUTE CARE,NOT AVAILABLE,14843,,,,,,,,
6757,1 GUTHRIE DRIVE,65,CORNING,USA,STEUBEN,121114830,42.13535079,-76.96951777,CORNING HOSPITAL,65,8/20/2019 0:00,NY,OPEN,(607) 937-7200,GENERAL ACUTE CARE,https://www.guthrie.org/location/guthrie-corning-hospital,14830,,,,,,,,
6758,2094 ALBANY POST RD,-999,MONTROSE,USA,WESTCHESTER,10510548,41.23701881,-73.92928204,VA MEDICAL CENTER - MONTROSE CAMPUS,-999,8/20/2019 0:00,NY,OPEN,NOT AVAILABLE,MILITARY,http://www.hudsonvalley.va.gov/,10548,,,,,,,,
6759,81 LOUDEN AVENUE,124,AMITYVILLE,USA,SUFFOLK,25411701,40.68523661,-73.42114535,"BRUNSWICK HOSPITAL CENTER, INC",124,8/20/2019 0:00,NY,OPEN,(631) 789-7225,PSYCHIATRIC,http://www.brunswickhospitalcenter.org/,11701,,,,,,,,
6760,400 MAPLE SUMMIT ROAD,49,JERSEYVILLE,USA,JERSEY,3062052,39.11054067,-90.34288716,JERSEY COMMUNITY HOSPITAL,49,9/19/2019 0:00,IL,OPEN,(618) 498-6402,GENERAL ACUTE CARE,http://www.jch.org,62052,,,,,,,,
6761,251 N FOURTH ST,55,OAKLAND,USA,GARRETT,6321550,39.41344074,-79.40097852,GARRETT COUNTY MEMORIAL HOSPITAL,55,8/9/2019 0:00,MD,OPEN,(301) 533-4173,GENERAL ACUTE CARE,http://www.gcmh.com,21550,,,,,,,,
6762,538 BROADWAY,25,WINNIE,USA,CHAMBERS,57277665,29.81969711,-94.37646869,WINNIE COMMUNITY HOSPITAL,25,9/3/2019 0:00,TX,OPEN,(409) 296-6000,CRITICAL ACCESS,http://www.winniehospital.com,77665,,,,,,,,
6763,608 AVENUE B,25,BALLINGER,USA,RUNNELS,7076821,31.74997292,-99.96290978,BALLINGER MEMORIAL HOSPITAL,25,9/3/2019 0:00,TX,OPEN,(325) 365-2531,CRITICAL ACCESS,http://www.ballingerhospital.org,76821,,,,,,,,
6764,1101 WOODSON DRIVE,25,CALDWELL,USA,BURLESON,9877836,30.52023043,-96.71628683,CHI ST. JOSEPH HEALTH BURLESON HOSPITAL,25,9/3/2019 0:00,TX,OPEN,(979) 567-3245,CRITICAL ACCESS,http://www.st-joseph.org/,77836,,,,,,,,
6765,303 AVE I,21,CHILLICOTHE,USA,HARDEMAN,10679225,34.25475226,-99.51579603,CHILLICOTHE HOSPITAL,21,9/3/2019 0:00,TX,OPEN,(940) 852-5131,CRITICAL ACCESS,http://www.chillicothehospital.org,79225,,,,,,,,
6766,600 AUSTIN ROAD,25,EAGLE LAKE,USA,COLORADO,16977434,29.58775858,-96.3452847,RICE MEDICAL CENTER,25,9/3/2019 0:00,TX,OPEN,(979) 234-5571,CRITICAL ACCESS,http://www.ricemedicalcenter.net/,77434,,,,,,,,
6767,614 EAKER STREET,16,EDEN,USA,CONCHO,17276837,31.22129266,-99.84811412,CONCHO COUNTY HOSPITAL,16,9/3/2019 0:00,TX,OPEN,(325) 869-5911,CRITICAL ACCESS,http://www.conchocountyhospital.com,76837,,,,,,,,
6768,1307 CLEVELAND STREET,25,FRIONA,USA,PARMER,21679035,34.64427416,-102.7218242,PARMER MEDICAL CENTER,25,9/3/2019 0:00,TX,OPEN,(806) 250-2754,CRITICAL ACCESS,http://www.parmermedicalcenter.com,79035,,,,,,,,
6769,2301 WORTH ST,25,HEMPHILL,USA,SABINE,24575948,31.33380873,-93.86296451,SABINE COUNTY HOSPITAL,25,9/3/2019 0:00,TX,OPEN,NOT AVAILABLE,CRITICAL ACCESS,http://sabinecountyhospital.com/,75948,,,,,,,,
6770,2026 SOUTH JACKSON,25,JACKSONVILLE,USA,CHEROKEE,31275766,31.93852592,-95.24777436,CHRISTUS MOTHER FRANCES HOSPITAL JACKSONVILLE,25,9/3/2019 0:00,TX,OPEN,(903) 541-4500,CRITICAL ACCESS,https://www.tmfhc.org/maps-and-locations/locations-profile/?id=9,75766,,,,,,,,
6771,608 NORTH KEY AVENUE,25,LAMPASAS,USA,LAMPASAS,33676550,31.0721863,-98.1862254,ADVENTHEALTH ROLLINS BROOK COMMUNITY HOSPITAL,25,9/3/2019 0:00,TX,OPEN,(254) 519-8165,CRITICAL ACCESS,http://www.mplex.org/about-us/rollins-brook,76550,,,,,,,,
6772,9000 FRANKLIN SQUARE DR,347,BALTIMORE,USA,BALTIMORE,5021237,39.3507894,-76.47990671,MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,347,8/9/2019 0:00,MD,OPEN,(443) 777-7850,GENERAL ACUTE CARE,http://www.medstarfranklin.org,21237,,,,,,,,
6773,6701 NORTH CHARLES STREET,232,BALTIMORE,USA,BALTIMORE,5121204,39.39085636,-76.62455651,GREATER BALTIMORE MEDICAL CENTER,232,8/9/2019 0:00,MD,OPEN,(443) 849-2000,GENERAL ACUTE CARE,http://www.gbmc.org,21204,,,,,,,,
6774,605 NORTH MAPLE STREET,18,MUENSTER,USA,COOKE,39576252,33.65395734,-97.38032336,MUENSTER MEMORIAL HOSPITAL,18,9/3/2019 0:00,TX,OPEN,(940) 759-2271,CRITICAL ACCESS,http://muensterhospital.com/,76252,,,,,,,,
6775,500 WEST ROMEO B GARRETT AVENUE,50,PEORIA,USA,PEORIA,961605,40.69288862,-89.60072965,GREATER PEORIA SPECIALTY HOSPITAL LLC - DBA KINDRED HOSPITAL PEORIA,50,9/19/2019 0:00,IL,OPEN,(309) 680-1500,LONG TERM CARE,http://www.khpeoria.com/,61605,,,,,,,,
6776,5409 N KNOXVILLE AVE,172,PEORIA,USA,PEORIA,861614,40.75296805,-89.59786556,PROCTOR COMMUNITY HOSPITAL,172,9/19/2019 0:00,IL,OPEN,(309) 691-1000,GENERAL ACUTE CARE,http://www.proctor.org,61614,,,,,,,,
6777,308 HUDSPETH DRIVE,12,SONORA,USA,SUTTON,50476950,30.56340928,-100.6344359,LILLIAN M. HUDSPETH MEMORIAL HOSPITAL,12,9/3/2019 0:00,TX,OPEN,(325) 387-2521,CRITICAL ACCESS,http://www.sonora-hospital.org,76950,,,,,,,,
6778,3435 WEST VAN BUREN STREET,68,CHICAGO,USA,COOK,2060624,41.87494489,-87.71227205,RML HEALTH PROVIDERS LIMITED PARTNERSHIP - DBA RML CHICAGO,68,9/19/2019 0:00,IL,OPEN,(773) 826-6400,LONG TERM CARE,http://www.rmlspecialtyhospital.org,60624,,,,,,,,
6779,2211 NORTH OAK PARK AVENUE,36,CHICAGO,USA,COOK,2460635,41.91983804,-87.79342252,SHRINERS HOSPITAL FOR CHILDREN - CHICAGO,36,9/19/2019 0:00,IL,OPEN,(773) 622-5400,CHILDREN,http://www.shrinershospitalsforchildren.org/hospitals/locations/chic ago.aspx,60707,,,,,,,,
6780,365 EAST NORTH AVENUE,94,NORTHLAKE,USA,COOK,2960164,41.90690379,-87.89058977,KINDRED HOSPITAL - CHICAGO,94,9/19/2019 0:00,IL,OPEN,(708) 345-8100,LONG TERM CARE,http://www.kindrednorthlake.com/,60164,,,,,,,,
6781,6501 S PROMONTORY DR,49,CHICAGO,USA,COOK,1360649,41.77729334,-87.57131243,LARABIDA CHILDREN'S HOSPITAL,-999,9/19/2019 0:00,IL,OPEN,(773) 363-6700,CHILDREN,http://www.larabida.org/,60649,,,,,,,,
6782,20201 S CRAWFORD AVENUE,398,OLYMPIA FIELDS,USA,COOK,8360461,41.52310929,-87.71135017,FRANCISCAN ALLIANCE INC FRANCISCAN HEALTH-OLYMPIA FALLS,398,9/19/2019 0:00,IL,OPEN,(708) 747-4000,GENERAL ACUTE CARE,http://www.stjameshhc.org,60461,,,,,,,,
6783,ONE INGALLS DRIVE,344,HARVEY,USA,COOK,9660426,41.60737997,-87.65941817,INGALLS MEMORIAL HOSPITAL,344,9/19/2019 0:00,IL,OPEN,(708) 333-2300,GENERAL ACUTE CARE,http://www.ingallshealthsystem.org,60426,,,,,,,,
6784,1225 LAKE ST,181,MELROSE PARK,USA,COOK,11460160,41.89296012,-87.84849498,PIPELINE WESTLAKE HOSPITAL LLC DBA WESTLAKE COMMUNITY HOSPITAL,181,9/19/2019 0:00,IL,OPEN,(708) 938-7201,GENERAL ACUTE CARE,https://www.westlakehosp.com/home,60160,,,,,,,,
6785,ONE KISH HOSPITAL DRIVE,98,DEKALB,USA,DEKALB,12460115,41.96139621,-88.72289155,KISHWAUKEE COMMUNITY HOSPITAL,98,9/19/2019 0:00,IL,OPEN,(815) 756-1521,GENERAL ACUTE CARE,http://www.kishhospital.org,60115,,,,,,,,
6786,1140 LEXINGTON ROAD,75,GEORGETOWN,USA,SCOTT,2840324,38.18651851,-84.56091079,GEORGETOWN COMMUNITY HOSPITAL,75,8/11/2019 0:00,KY,OPEN,(502) 868-1100,GENERAL ACUTE CARE,http://www.georgetowncommunityhospital.com,40324,,,,,,,,
6787,1 MEDICAL VILLAGE DR.,518,EDGEWOOD,USA,KENTON,9941017,39.01317816,-84.56278972,ST. ELIZABETH EDGEWOOD,480,8/11/2019 0:00,KY,OPEN,(859) 344-2000,GENERAL ACUTE CARE,http://www.stelizabeth.com,41017,,,,,,,,
6788,HOMESTEAD AVENUE,172,WHEELING,USA,OHIO,5726003,40.07988622,-80.69399837,PETERSON REHABILITATION HOSPITAL,172,8/10/2019 0:00,WV,OPEN,(304) 234-0500,REHABILITATION,http://weat.com/site6/,26003,,,,,,,,
6789,1400 HOSPITAL DRIVE,70,HURRICANE,USA,PUTNAM,2025526,38.45168556,-81.95210286,CAMC TEAYS VALLEY HOSPITAL,70,8/10/2019 0:00,WV,OPEN,(304) 757-1700,GENERAL ACUTE CARE,http://www.camc.org,25526,,,,,,,,
6790,2201 LEXINGTON AVE,455,ASHLAND,USA,BOYD,4541101,38.46994141,-82.63451633,KINGS DAUGHTERS MEDICAL CENTER,455,8/11/2019 0:00,KY,OPEN,(606) 327-4401,GENERAL ACUTE CARE,http://www.kdmc.com,41101,,,,,,,,
6791,1530 NORWAY AVENUE,90,HUNTINGTON,USA,CABELL,925709,38.41276559,-82.41330097,MILDRED MITCHELL-BATEMAN HOSPITAL,90,8/10/2019 0:00,WV,OPEN,(304) 525-7801,PSYCHIATRIC,http://www.batemanhospital.org,25709,,,,,,,,
6792,3 WESTERN HILLS DRIVE,50,PARKERSBURG,USA,WOOD,5626105,39.30559096,-81.53435122,ENCOMPASS HEALTH REHAB HOSPITAL OF PARKERSBURG,40,8/10/2019 0:00,WV,OPEN,(304) 420-1300,REHABILITATION,http://www.healthsouthwesternhills.com,26105,,,,,,,,
6793,9 LINVILLE DRIVE,58,PARIS,USA,BOURBON,540361,38.22119391,-84.23835241,BOURBON COMMUNITY HOSPITAL,58,8/11/2019 0:00,KY,OPEN,(859) 987-1000,GENERAL ACUTE CARE,http://www.bourbonhospital.com,40361,,,,,,,,
6794,5940 MERCHANT STREET,40,FLORENCE,USA,BOONE,2741042,39.0080404,-84.65513922,GATEWAY REHABILITATION HOSPITAL AT FLORENCE,40,8/11/2019 0:00,KY,OPEN,(859) 426-2400,REHABILITATION,http://www.gatewayflorence.com/,41042,,,,,,,,
6795,4500 MEMORIAL DRIVE,345,BELLEVILLE,USA,ST. CLAIR,9262226,38.54981849,-90.02161656,MEMORIAL HOSPITAL,345,9/19/2019 0:00,IL,OPEN,(618) 233-7750,GENERAL ACUTE CARE,http://www.memhosp.com,62226,,,,,,,,
6796,1045 WEST STEPHENSON STREET,100,FREEPORT,USA,STEPHENSON,7761032,42.29577656,-89.63834584,FHN MEMORIAL HOSPITAL,100,9/19/2019 0:00,IL,OPEN,(815) 235-4131,GENERAL ACUTE CARE,http://www.fhn.org,61032,,,,,,,,
6797,1 VA CENTER,-999,AUGUSTA,USA,KENNEBEC,173204330,44.28046208,-69.70435212,VA MAINE HEALTHCARE SYSTEM TOGUS,-999,9/26/2019 0:00,ME,OPEN,(877) 421-8263,MILITARY,https://www.maine.va.gov/,4330,,,,,,,,
6798,600 SOUTH 13TH STREET,125,PEKIN,USA,TAZEWELL,6061554,40.5631286,-89.63247285,PEKIN MEMORIAL HOSPITAL,125,9/19/2019 0:00,IL,OPEN,(309) 347-1151,GENERAL ACUTE CARE,http://www.pekinhospital.org,61554,,,,,,,,
6799,803 POPLAR STREET,152,MURRAY,USA,CALLOWAY,6442071,36.60688891,-88.3099939,MURRAY CALLOWAY COUNTY HOSPITAL,152,8/11/2019 0:00,KY,OPEN,(270) 762-1100,GENERAL ACUTE CARE,http://www.murrayhospital.org,42071,,,,,,,,
6800,4305 NEW SHEPHERDSVILLE ROAD,40,BARDSTOWN,USA,NELSON,2240004,37.86165102,-85.52378583,FLAGET MEMORIAL HOSPITAL,40,8/11/2019 0:00,KY,OPEN,(502) 350-5000,GENERAL ACUTE CARE,http://www.flaget.com,40004,,,,,,,,
6801,476 LIBERTY ROAD,25,WEST LIBERTY,USA,MORGAN,6241472,37.92003314,-83.26557551,MORGAN COUNTY ARH HOSPITAL,25,8/11/2019 0:00,KY,OPEN,(606) 743-3186,CRITICAL ACCESS,http://www.arh.org,41472,,,,,,,,
6802,1407 NORTH ROBINSON AVENUE,93,OKLAHOMA CITY,USA,OKLAHOMA,1473103,35.48280596,-97.51627313,CURAHEALTH OKLAHOMA CITY,93,8/10/2019 0:00,OK,OPEN,(405) 232-8000,GENERAL ACUTE CARE,http://curahealth.com/our-hospitals/oklahomacity-2/,73103,,,,,,,,
6803,8210 NATIONAL AVENUE,31,MIDWEST CITY,USA,OKLAHOMA,8573110,35.46693029,-97.38682921,INSPIRE SPECIALTY HOSPITAL,31,8/10/2019 0:00,OK,OPEN,(405) 739-0800,LONG TERM CARE,http://www.encore-healthcare.com/specialty_midwest/index.aspx,73110,,,,,,,,
6804,3701 EAST MAIN STREET,25,WEATHERFORD,USA,CUSTER,13273096,35.53927687,-98.66230163,WEATHERFORD REGIONAL HOSPITAL,25,8/10/2019 0:00,OK,OPEN,(580) 772-5551,CRITICAL ACCESS,http://www.weatherfordhospital.com,73096,,,,,,,,
6805,200 SECOND STREET SW,117,MIAMI,USA,OTTAWA,3574354,36.87267047,-94.88017941,INTEGRIS MIAMI HOSPITAL,117,8/10/2019 0:00,OK,OPEN,(918) 542-6611,GENERAL ACUTE CARE,http://www.integris-health.com,74354,,,,,,,,
6806,1401 WEST PAWNEE STREET,14,CLEVELAND,USA,PAWNEE,10574020,36.30932452,-96.48174236,CLEVELAND AREA HOSPITAL,14,8/10/2019 0:00,OK,OPEN,(918) 358-2501,CRITICAL ACCESS,http://www.clevelandareahospital.com,74020,,,,,,,,
